date,Order_Time,Product_Name,Category,Quantity_Sold1,Price per Unit,Total_Sales_Amount,Region,Country,Customer Type,Discount_Applied,Profit_Loss,Payment Method,Sales_Channel
21-01-2024,12:34:00,Butter,Dairy,12,117.89,1414.68,East,Canada,Wholesaler,26.35,156,Cash,Online
22-03-2024,11:20:00,Nuts,Snacks,95,11.6,1102,North,UK,Online,29.76,119.7,Debit Card,Wholesale
21-01-2024,14:55:00,Cakes,Bakery,50,16.08,804,West,Australia,Wholesaler,1.54,297.5,PayPal,Wholesale
21-01-2024,22:56:00,Butter,Dairy,67,97.7,6545.9,East,Canada,Online,9.62,698.14,Debit Card,Offline
21-01-2024,08:42:00,Juice,Beverages,57,128.47,7322.79,West,Canada,Online,27.23,1057.92,Cash,Online
21-01-2024,18:01:00,Milk,Dairy,33,54.9,1811.7,East,Germany,Online,25.77,471.9,UPI,Online
21-01-2024,14:52:00,Cakes,Bakery,42,49.26,2068.92,North,Germany,Retailer,12.24,243.18,UPI,Wholesale
21-01-2024,15:27:00,Muffins,Bakery,18,70.04,1260.72,East,Germany,Wholesaler,15.95,429.48,Credit Card,Online
22-01-2024,01:49:00,Cakes,Bakery,57,26.94,1535.58,East,Canada,Online,14.44,441.18,UPI,Offline
22-01-2024,11:32:00,Cakes,Bakery,48,145.86,7001.28,North,Canada,Retailer,8.79,2206.08,PayPal,Offline
22-01-2024,13:44:00,Cakes,Bakery,43,96.41,4145.63,South,USA,Online,4.8,1255.6,Cash,Wholesale
22-01-2024,00:03:00,Soft Drink,Beverages,46,17.6,809.6,East,USA,Online,26.83,107.64,Credit Card,Retail Store
22-01-2024,11:23:00,Popcorn,Snacks,6,19.18,115.08,North,USA,Online,10.74,26.88,Credit Card,Offline
22-01-2024,05:32:00,Chips,Snacks,56,112.41,6294.96,North,Australia,Retailer,14.46,1020.32,UPI,Online
22-01-2024,10:19:00,Juice,Beverages,18,112.42,2023.56,North,Australia,Retailer,20.7,289.26,Cash,Retail Store
22-01-2024,14:21:00,Tea,Beverages,2,69.77,139.54,East,USA,Online,20.51,34.66,PayPal,Offline
22-01-2024,04:20:00,Butter,Dairy,53,110.49,5855.97,South,India,Wholesaler,23.62,791.29,Cash,Offline
23-01-2024,01:57:00,Bread,Bakery,30,40.73,1221.9,North,Australia,Online,2.72,407.7,PayPal,Offline
23-01-2024,21:07:00,Muffins,Bakery,23,22.57,519.11,West,USA,Online,27.32,181.93,PayPal,Wholesale
23-01-2024,02:57:00,Butter,Dairy,93,24.27,2257.11,East,Australia,Wholesaler,17.91,225.99,UPI,Offline
23-01-2024,13:46:00,Butter,Dairy,99,5.91,585.09,West,Canada,Retailer,9.37,192.06,UPI,Offline
23-01-2024,12:31:00,Muffins,Bakery,32,67.23,2151.36,South,USA,Online,2.29,657.6,PayPal,Retail Store
23-01-2024,03:07:00,Butter,Dairy,27,134.6,3634.2,West,Australia,Online,5.69,1353.24,Debit Card,Offline
23-01-2024,21:54:00,Chips,Snacks,17,98.92,1681.64,North,Australia,Online,29.63,233.75,Credit Card,Retail Store
24-01-2024,05:11:00,Bread,Bakery,20,49.31,986.2,South,Germany,Online,2.22,221.4,PayPal,Online
24-01-2024,21:10:00,Muffins,Bakery,6,68.68,412.08,South,Canada,Wholesaler,27.59,72.36,PayPal,Retail Store
24-01-2024,19:31:00,Cookies,Bakery,98,58.19,5702.62,North,USA,Retailer,27.29,2063.88,UPI,Offline
24-01-2024,10:12:00,Protein Bars,Snacks,33,97.6,3220.8,South,USA,Online,27.5,737.55,PayPal,Online
24-01-2024,16:20:00,Nuts,Snacks,25,72.54,1813.5,South,Australia,Online,26.55,229,PayPal,Offline
24-01-2024,09:34:00,Juice,Beverages,100,21.66,2166,South,India,Online,27.63,300,PayPal,Wholesale
24-01-2024,13:29:00,Muffins,Bakery,50,76.77,3838.5,North,Canada,Online,27.41,1296,UPI,Offline
02-01-2024,18:34:00,Protein Bars,Snacks,50,21.45,1072.5,West,UK,Retailer,20.88,352,PayPal,Online
24-01-2024,04:33:00,Butter,Dairy,80,76.16,6092.8,West,Canada,Wholesaler,4.17,1100,PayPal,Online
24-01-2024,10:56:00,Chips,Snacks,71,71.21,5055.91,East,Australia,Online,18.7,859.1,UPI,Online
24-01-2024,11:58:00,Muffins,Bakery,68,20.22,1374.96,East,India,Wholesaler,26.08,334.56,PayPal,Online
25-01-2024,09:33:00,Cakes,Bakery,28,40.3,1128.4,South,Germany,Wholesaler,9.45,429.52,UPI,Online
25-01-2024,00:19:00,Nuts,Snacks,52,34.15,1775.8,North,India,Wholesaler,5.21,512.72,Debit Card,Offline
10-02-2024,11:55:00,Popcorn,Snacks,77,12.83,987.91,South,UK,Retailer,21.18,296.45,Debit Card,Wholesale
25-01-2024,02:41:00,Cheese,Dairy,13,86.9,1129.7,North,USA,Retailer,26.49,139.62,Debit Card,Retail Store
25-01-2024,20:17:00,Chips,Snacks,1,15.6,15.6,North,Germany,Retailer,2.51,2.64,Cash,Retail Store
25-01-2024,07:13:00,Milk,Dairy,41,18.78,769.98,East,Australia,Wholesaler,15.79,179.17,Credit Card,Online
25-01-2024,02:09:00,Cheese,Dairy,13,85.39,1110.07,North,USA,Wholesaler,6.89,225.55,Credit Card,Retail Store
25-01-2024,09:57:00,Juice,Beverages,92,16.62,1529.04,East,Germany,Retailer,3.19,534.52,Cash,Retail Store
25-01-2024,16:56:00,Popcorn,Snacks,95,42.23,4011.85,West,Canada,Retailer,26.31,820.8,PayPal,Wholesale
25-01-2024,06:31:00,Yogurt,Dairy,15,128.66,1929.9,East,USA,Online,20.81,566.85,Debit Card,Offline
04-02-2024,05:45:00,Chips,Snacks,36,24.98,899.28,South,UK,Wholesaler,26.83,319.32,UPI,Wholesale
25-01-2024,04:56:00,Milk,Dairy,22,6.25,137.5,North,India,Retailer,18.54,16.28,Cash,Retail Store
25-01-2024,20:13:00,Popcorn,Snacks,73,67.13,4900.49,North,India,Wholesaler,16.36,979.66,Credit Card,Wholesale
25-01-2024,04:42:00,Nuts,Snacks,80,132.41,10592.8,East,Australia,Retailer,12.02,1485.6,Credit Card,Offline
25-01-2024,06:26:00,Chips,Snacks,84,80.15,6732.6,West,Canada,Wholesaler,19.41,1906.8,Credit Card,Retail Store
26-01-2024,20:16:00,Protein Bars,Snacks,22,141.82,3120.04,East,India,Retailer,24.47,1156.54,PayPal,Online
26-01-2024,17:27:00,Popcorn,Snacks,70,12.65,885.5,North,UK,Online,2.86,333.2,Credit Card,Offline
26-01-2024,09:13:00,Popcorn,Snacks,10,46.13,461.3,South,USA,Retailer,21.2,49.2,Debit Card,Online
30-03-2024,14:43:00,Chips,Snacks,88,9.2,809.6,West,UK,Wholesaler,23.03,111.76,Credit Card,Retail Store
03-03-2024,01:33:00,Protein Bars,Snacks,49,16.31,799.19,South,UK,Retailer,15.58,116.62,Cash,Online
26-01-2024,23:09:00,Chips,Snacks,94,34.23,3217.62,East,Germany,Retailer,23.15,913.68,Cash,Online
26-01-2024,03:43:00,Soft Drink,Beverages,88,29.97,2637.36,South,Germany,Retailer,22.26,381.04,UPI,Online
23-02-2024,06:55:00,Chips,Snacks,96,8.08,775.68,West,UK,Retailer,24.3,98.88,PayPal,Offline
26-01-2024,19:41:00,Muffins,Bakery,13,146.02,1898.26,South,Germany,Wholesaler,9.72,673.92,Debit Card,Online
03-03-2024,19:23:00,Nuts,Snacks,20,35.93,718.6,East,UK,Retailer,17.2,181.4,Credit Card,Online
26-01-2024,13:39:00,Protein Bars,Snacks,3,115.86,347.58,West,India,Wholesaler,15.45,41.46,PayPal,Online
26-01-2024,23:15:00,Yogurt,Dairy,81,55.36,4484.16,East,India,Wholesaler,7.76,1200.42,PayPal,Wholesale
26-01-2024,11:59:00,Juice,Beverages,89,117.49,10456.61,West,Canada,Retailer,4.82,2642.41,Cash,Wholesale
07-01-2024,16:58:00,Popcorn,Snacks,11,62.69,689.59,West,UK,Retailer,28,82.72,Debit Card,Online
26-01-2024,17:51:00,Bread,Bakery,93,67.32,6260.76,South,India,Retailer,3.76,1361.52,Debit Card,Offline
26-01-2024,22:39:00,Bread,Bakery,100,62.4,6240,South,USA,Retailer,27.92,717,Debit Card,Retail Store
02-03-2024,04:06:00,Nuts,Snacks,56,9.86,552.16,West,UK,Wholesaler,18.55,121.52,PayPal,Retail Store
26-01-2024,02:07:00,Soft Drink,Beverages,32,84.67,2709.44,North,Canada,Wholesaler,9.72,375.68,UPI,Retail Store
13-03-2024,21:53:00,Protein Bars,Snacks,6,67.21,403.26,East,UK,Online,25.15,76.74,UPI,Wholesale
26-01-2024,23:23:00,Soft Drink,Beverages,54,110.27,5954.58,East,USA,Wholesaler,21.55,1921.32,PayPal,Offline
29-03-2024,13:33:00,Nuts,Snacks,14,12.43,174.02,South,UK,Wholesaler,12.39,49.98,UPI,Online
27-01-2024,01:52:00,Butter,Dairy,93,137.54,12791.22,South,India,Retailer,16.99,2109.24,Debit Card,Offline
27-01-2024,19:57:00,Juice,Beverages,71,110.9,7873.9,North,Australia,Wholesaler,19.69,2101.6,UPI,Online
27-01-2024,16:03:00,Bread,Bakery,5,71.65,358.25,East,Canada,Online,8.75,105.5,Debit Card,Retail Store
27-01-2024,17:06:00,Soft Drink,Beverages,59,40.91,2413.69,South,India,Wholesaler,23.64,453.71,PayPal,Online
27-01-2024,20:08:00,Cookies,Bakery,6,39.71,238.26,East,USA,Retailer,26.84,56.04,PayPal,Wholesale
27-01-2024,11:08:00,Juice,Beverages,60,83.03,4981.8,North,Canada,Retailer,1.39,1228.8,Credit Card,Wholesale
27-01-2024,08:48:00,Yogurt,Dairy,46,95.74,4404.04,South,Australia,Retailer,23.14,1024.42,Debit Card,Online
06-02-2024,02:36:00,Nuts,Snacks,2,40.24,80.48,South,UK,Online,7.09,19.14,Cash,Offline
08-02-2024,00:12:00,Cheese,Dairy,87,147.81,12859.47,West,UK,Online,29.09,2358.57,Cash,Online
02-02-2024,02:46:00,Cheese,Dairy,95,129.38,12291.1,West,UK,Online,7.5,3837.05,Cash,Online
21-03-2024,16:16:00,Cheese,Dairy,78,144.29,11254.62,South,UK,Retailer,13.1,1677,Credit Card,Wholesale
27-01-2024,12:46:00,Yogurt,Dairy,78,134.88,10520.64,North,UK,Retailer,27.18,2650.44,UPI,Wholesale
27-01-2024,11:43:00,Protein Bars,Snacks,12,120.78,1449.36,North,Canada,Online,1.77,198.36,Cash,Online
27-01-2024,07:30:00,Nuts,Snacks,16,116.47,1863.52,West,Germany,Online,20.67,411.84,Credit Card,Offline
27-01-2024,10:07:00,Bread,Bakery,75,94.6,7095,East,USA,Wholesaler,29.7,2526,Debit Card,Offline
28-01-2024,20:03:00,Juice,Beverages,32,115.03,3680.96,East,Canada,Online,12.71,1112.64,Debit Card,Retail Store
28-01-2024,11:01:00,Butter,Dairy,72,148.61,10699.92,West,USA,Online,10.46,2700.72,PayPal,Wholesale
28-01-2024,01:39:00,Cookies,Bakery,92,33.83,3112.36,South,India,Online,17.53,783.84,UPI,Online
28-01-2024,02:11:00,Popcorn,Snacks,72,112.28,8084.16,South,Australia,Online,18.64,876.24,Cash,Retail Store
29-01-2024,13:51:00,Nuts,Snacks,44,66.84,2940.96,West,Germany,Wholesaler,6.95,371.36,Credit Card,Retail Store
29-01-2024,01:41:00,Chips,Snacks,24,38.22,917.28,West,India,Online,6.37,157.2,Cash,Wholesale
29-01-2024,08:21:00,Cheese,Dairy,22,135.32,2977.04,East,USA,Wholesaler,16.41,840.62,Debit Card,Offline
29-01-2024,19:01:00,Milk,Dairy,55,92.51,5088.05,West,USA,Online,1.15,792.55,UPI,Online
29-01-2024,08:05:00,Yogurt,Dairy,28,47.11,1319.08,North,India,Retailer,3.75,324.24,Credit Card,Offline
30-01-2024,18:12:00,Chips,Snacks,99,116.26,11509.74,South,Germany,Retailer,8.6,2657.16,Debit Card,Online
06-03-2024,15:34:00,Butter,Dairy,98,94.86,9296.28,East,UK,Retailer,14.91,1524.88,PayPal,Online
30-01-2024,09:18:00,Nuts,Snacks,5,135.91,679.55,South,USA,Retailer,4.03,268.3,Debit Card,Wholesale
21-03-2024,22:34:00,Cheese,Dairy,70,129.59,9071.3,East,UK,Wholesaler,21.47,1865.5,Credit Card,Wholesale
20-01-2024,01:53:00,Butter,Dairy,95,94.52,8979.4,East,UK,Wholesaler,21.97,2432.95,Credit Card,Online
06-02-2024,09:08:00,Butter,Dairy,58,125.57,7283.06,North,UK,Online,0.61,1278.9,Cash,Online
30-01-2024,03:29:00,Juice,Beverages,45,81.56,3670.2,East,India,Retailer,13.71,924.3,PayPal,Online
30-01-2024,20:25:00,Muffins,Bakery,66,89.01,5874.66,North,Australia,Online,12.31,1350.36,PayPal,Retail Store
30-01-2024,11:29:00,Nuts,Snacks,18,34.7,624.6,South,Canada,Online,26.76,151.38,UPI,Wholesale
30-01-2024,23:40:00,Bread,Bakery,78,85.4,6661.2,West,Germany,Retailer,16.29,2137.2,Credit Card,Offline
01-03-2024,20:44:00,Yogurt,Dairy,64,110.36,7063.04,West,UK,Online,16.28,879.36,UPI,Retail Store
30-01-2024,06:06:00,Tea,Beverages,13,9.94,129.22,North,Germany,Online,11.53,35.75,Debit Card,Retail Store
30-01-2024,09:17:00,Coffee,Beverages,96,106.16,10191.36,North,India,Online,10.61,1988.16,PayPal,Retail Store
30-01-2024,17:10:00,Cakes,Bakery,9,148.01,1332.09,East,USA,Online,14.43,460.98,UPI,Offline
30-01-2024,03:10:00,Juice,Beverages,6,13.25,79.5,West,India,Retailer,13.69,27.42,PayPal,Online
26-02-2024,02:56:00,Butter,Dairy,59,117.2,6914.8,East,UK,Wholesaler,20.35,1761.74,PayPal,Retail Store
30-01-2024,03:41:00,Yogurt,Dairy,33,120.98,3992.34,East,Canada,Retailer,9.19,1016.07,Credit Card,Wholesale
30-01-2024,16:25:00,Cheese,Dairy,100,100.39,10039,North,Germany,Online,8.11,2702,Debit Card,Retail Store
30-01-2024,12:08:00,Popcorn,Snacks,24,6.24,149.76,West,Canada,Online,24.46,18.48,Debit Card,Offline
20-03-2024,01:00:00,Butter,Dairy,96,70.25,6744,North,UK,Retailer,15.97,1983.36,Credit Card,Retail Store
31-01-2024,02:53:00,Yogurt,Dairy,95,51.73,4914.35,North,India,Retailer,27.85,521.55,Cash,Retail Store
31-01-2024,13:58:00,Muffins,Bakery,11,96.7,1063.7,East,Germany,Retailer,5.19,383.02,Cash,Wholesale
31-01-2024,07:55:00,Tea,Beverages,75,23.57,1767.75,West,USA,Retailer,7.29,678,PayPal,Retail Store
31-01-2024,10:29:00,Coffee,Beverages,3,26.22,78.66,North,Canada,Wholesaler,20.57,12.99,UPI,Wholesale
31-01-2024,05:13:00,Protein Bars,Snacks,33,147.11,4854.63,West,Australia,Online,8.48,664.29,UPI,Wholesale
31-01-2024,01:40:00,Popcorn,Snacks,36,131.09,4719.24,East,Germany,Online,11.08,1287,UPI,Offline
31-01-2024,12:42:00,Protein Bars,Snacks,59,136.06,8027.54,West,Germany,Retailer,20.67,2803.68,Debit Card,Retail Store
24-03-2024,19:32:00,Milk,Dairy,55,121.96,6707.8,East,UK,Wholesaler,10.72,1039.5,PayPal,Offline
31-01-2024,12:29:00,Milk,Dairy,30,43.33,1299.9,West,Australia,Retailer,23.26,439.2,UPI,Offline
31-01-2024,14:22:00,Coffee,Beverages,23,35,805,North,Australia,Retailer,9.83,143.29,Debit Card,Offline
31-01-2024,09:38:00,Milk,Dairy,37,95.25,3524.25,North,Australia,Wholesaler,0.65,752.58,Debit Card,Retail Store
31-01-2024,01:09:00,Popcorn,Snacks,39,121.08,4722.12,South,Germany,Retailer,7.06,862.29,Debit Card,Wholesale
31-01-2024,15:43:00,Cookies,Bakery,55,53.63,2949.65,South,Canada,Online,10.84,462,UPI,Wholesale
07-02-2024,20:08:00,Yogurt,Dairy,79,74.97,5922.63,North,UK,Wholesaler,11.9,1738,Cash,Offline
31-01-2024,17:13:00,Soft Drink,Beverages,79,8.92,704.68,North,India,Online,14.75,259.12,UPI,Wholesale
02-01-2024,13:11:00,Milk,Dairy,56,89.68,5022.08,West,UK,Retailer,19.96,1634.64,Credit Card,Retail Store
01-02-2024,18:20:00,Chips,Snacks,31,57.24,1774.44,East,India,Wholesaler,14.67,695.95,Cash,Wholesale
01-02-2024,05:55:00,Yogurt,Dairy,45,115.49,5197.05,East,Germany,Online,5.58,550.8,UPI,Offline
01-02-2024,20:41:00,Milk,Dairy,81,41.76,3382.56,North,India,Retailer,24.17,1015.74,PayPal,Wholesale
01-02-2024,01:03:00,Protein Bars,Snacks,6,85.89,515.34,West,Canada,Wholesaler,0.11,80.1,Credit Card,Online
01-02-2024,22:36:00,Cookies,Bakery,55,6.73,370.15,South,Germany,Online,26.37,91.85,Cash,Retail Store
26-02-2024,13:33:00,Milk,Dairy,36,138.98,5003.28,North,UK,Wholesaler,13.09,1683.36,Cash,Online
01-02-2024,08:36:00,Soft Drink,Beverages,19,133.88,2543.72,North,Germany,Wholesaler,3.13,330.41,Credit Card,Retail Store
01-02-2024,03:26:00,Coffee,Beverages,35,136.97,4793.95,East,Canada,Wholesaler,17.11,1715.7,PayPal,Wholesale
01-02-2024,14:40:00,Coffee,Beverages,74,75.37,5577.38,South,Canada,Online,13.83,1983.94,Cash,Online
01-02-2024,19:02:00,Popcorn,Snacks,25,22.45,561.25,North,Germany,Retailer,1.44,158.5,Cash,Retail Store
01-02-2024,15:02:00,Bread,Bakery,95,87.33,8296.35,East,Canada,Retailer,1.67,2455.75,PayPal,Wholesale
01-02-2024,01:31:00,Nuts,Snacks,48,149.6,7180.8,North,Australia,Retailer,28.78,1964.16,Debit Card,Wholesale
01-02-2024,00:39:00,Juice,Beverages,70,41.3,2891,South,India,Retailer,17.6,763,PayPal,Online
01-02-2024,08:44:00,Popcorn,Snacks,2,138.7,277.4,North,USA,Retailer,8.43,98.76,Debit Card,Wholesale
02-02-2024,16:27:00,Cookies,Bakery,42,101.74,4273.08,West,USA,Online,15.79,942.06,Debit Card,Online
02-02-2024,04:54:00,Coffee,Beverages,85,101.71,8645.35,South,USA,Online,10.53,1504.5,UPI,Retail Store
02-02-2024,15:59:00,Muffins,Bakery,89,112.53,10015.17,North,Australia,Online,1.48,2525.82,PayPal,Retail Store
02-02-2024,02:45:00,Soft Drink,Beverages,60,138.6,8316,South,India,Retailer,29.67,2832,UPI,Retail Store
14-03-2024,18:53:00,Butter,Dairy,38,111.77,4247.26,South,UK,Retailer,29.23,1077.68,Cash,Online
02-02-2024,04:54:00,Popcorn,Snacks,55,33.45,1839.75,West,USA,Wholesaler,5.14,436.15,Cash,Retail Store
02-02-2024,07:31:00,Bread,Bakery,85,73.35,6234.75,West,Australia,Online,23.44,2066.35,Debit Card,Offline
02-02-2024,07:20:00,Cakes,Bakery,40,134.74,5389.6,East,Germany,Online,30,1472.8,PayPal,Retail Store
02-02-2024,10:36:00,Muffins,Bakery,58,133.84,7762.72,South,USA,Retailer,0.68,2263.74,Credit Card,Online
14-02-2024,01:42:00,Butter,Dairy,54,75.62,4083.48,South,UK,Wholesaler,2.41,1402.38,Credit Card,Offline
02-02-2024,11:55:00,Soft Drink,Beverages,51,70.6,3600.6,East,Canada,Wholesaler,16.99,584.97,Debit Card,Online
02-02-2024,06:51:00,Protein Bars,Snacks,55,108.11,5946.05,North,USA,Wholesaler,6.05,1953.6,Credit Card,Offline
02-02-2024,04:07:00,Soft Drink,Beverages,64,15.68,1003.52,South,Australia,Wholesaler,1.17,299.52,PayPal,Retail Store
03-02-2024,07:39:00,Chips,Snacks,82,51.19,4197.58,West,India,Online,11.51,954.48,Credit Card,Retail Store
03-02-2024,21:11:00,Soft Drink,Beverages,72,118.75,8550,North,Australia,Online,20.12,2010.24,UPI,Retail Store
03-02-2024,09:47:00,Yogurt,Dairy,77,67.82,5222.14,North,India,Online,7.77,1369.06,Cash,Offline
03-02-2024,17:03:00,Bread,Bakery,97,135.19,13113.43,South,USA,Wholesaler,1.22,2787.78,PayPal,Online
03-02-2024,09:41:00,Soft Drink,Beverages,42,145.06,6092.52,West,Germany,Retailer,24.52,1586.34,Credit Card,Retail Store
03-02-2024,08:39:00,Protein Bars,Snacks,6,20.94,125.64,East,Germany,Online,3.79,17.88,PayPal,Online
03-02-2024,03:43:00,Bread,Bakery,97,38.59,3743.23,West,India,Retailer,1.47,600.43,UPI,Wholesale
03-02-2024,18:05:00,Cookies,Bakery,33,26.22,865.26,North,USA,Retailer,26.14,251.13,Cash,Wholesale
03-02-2024,23:08:00,Cheese,Dairy,20,89.83,1796.6,North,Canada,Wholesaler,19.92,697.2,Debit Card,Retail Store
03-02-2024,06:33:00,Milk,Dairy,88,105.98,9326.24,West,India,Wholesaler,8.72,1110.56,PayPal,Online
03-02-2024,06:21:00,Muffins,Bakery,38,141.35,5371.3,West,India,Wholesaler,14.87,664.62,Debit Card,Offline
27-01-2024,02:01:00,Milk,Dairy,60,65.7,3942,East,UK,Wholesaler,15.04,1521,UPI,Offline
03-02-2024,18:40:00,Yogurt,Dairy,35,139.98,4899.3,West,Canada,Retailer,26.01,970.2,UPI,Online
03-02-2024,17:38:00,Cakes,Bakery,31,37.57,1164.67,East,Germany,Online,3.49,275.28,Debit Card,Retail Store
03-02-2024,12:57:00,Soft Drink,Beverages,29,40.61,1177.69,West,Germany,Wholesaler,27.18,213.44,Credit Card,Offline
03-02-2024,15:26:00,Chips,Snacks,55,19.3,1061.5,East,USA,Retailer,23.77,200.2,Debit Card,Offline
03-02-2024,20:02:00,Popcorn,Snacks,100,46.91,4691,North,India,Retailer,25.44,1309,Debit Card,Wholesale
04-02-2024,14:26:00,Cheese,Dairy,48,108.01,5184.48,South,Canada,Wholesaler,9.68,1615.2,Cash,Offline
04-02-2024,07:32:00,Bread,Bakery,34,68.27,2321.18,North,Canada,Retailer,28.04,655.86,Debit Card,Offline
04-02-2024,15:11:00,Tea,Beverages,73,76.84,5609.32,North,USA,Wholesaler,2.04,1933.04,UPI,Retail Store
04-02-2024,15:59:00,Juice,Beverages,19,12.24,232.56,West,Australia,Online,5.2,61.37,UPI,Online
13-01-2024,00:29:00,Yogurt,Dairy,74,49.03,3628.22,West,UK,Retailer,15.35,503.94,Debit Card,Wholesale
04-02-2024,20:56:00,Popcorn,Snacks,84,26.73,2245.32,South,Australia,Retailer,26.35,355.32,Debit Card,Online
01-02-2024,18:45:00,Yogurt,Dairy,33,100.61,3320.13,North,UK,Wholesaler,11.26,741.51,Debit Card,Online
04-02-2024,05:04:00,Chips,Snacks,12,149.8,1797.6,East,Australia,Retailer,25.99,588.24,Debit Card,Offline
25-01-2024,20:06:00,Cheese,Dairy,30,108.01,3240.3,West,UK,Online,24.83,545.4,Credit Card,Offline
04-02-2024,08:02:00,Popcorn,Snacks,93,136.9,12731.7,East,Australia,Retailer,9.88,3348.93,Credit Card,Online
04-02-2024,06:27:00,Bread,Bakery,37,59.22,2191.14,East,India,Retailer,9.32,828.06,Credit Card,Wholesale
04-02-2024,18:28:00,Juice,Beverages,91,143.33,13043.03,East,India,Online,11.94,3289.65,Debit Card,Online
04-02-2024,17:39:00,Cheese,Dairy,30,37.55,1126.5,North,Canada,Retailer,22.71,356.1,Credit Card,Wholesale
04-02-2024,13:21:00,Juice,Beverages,32,12.21,390.72,South,Germany,Retailer,12.65,94.08,Credit Card,Offline
05-02-2024,17:39:00,Coffee,Beverages,19,101.62,1930.78,East,USA,Retailer,24.07,576.84,Credit Card,Online
05-02-2024,20:55:00,Chips,Snacks,78,76.41,5959.98,East,Germany,Retailer,5.39,2133.3,UPI,Online
05-02-2024,23:34:00,Soft Drink,Beverages,72,45.57,3281.04,East,USA,Retailer,11.97,906.48,Cash,Online
05-02-2024,01:09:00,Muffins,Bakery,95,59.38,5641.1,South,Germany,Retailer,1.19,1177.05,Debit Card,Retail Store
05-02-2024,08:41:00,Cakes,Bakery,54,144.67,7812.18,North,Australia,Online,23.88,1651.32,Credit Card,Offline
05-02-2024,06:31:00,Protein Bars,Snacks,88,29.27,2575.76,East,Canada,Retailer,0.29,924,Cash,Online
05-02-2024,22:32:00,Muffins,Bakery,73,145.99,10657.27,South,India,Online,0.24,1260.71,Credit Card,Online
05-02-2024,19:10:00,Nuts,Snacks,41,17.16,703.56,East,Australia,Wholesaler,9.1,251.33,Credit Card,Offline
05-02-2024,19:19:00,Chips,Snacks,42,138.47,5815.74,East,USA,Wholesaler,20.79,2284.38,Cash,Wholesale
17-02-2024,15:06:00,Milk,Dairy,36,83.18,2994.48,North,UK,Retailer,19.59,1121.04,Cash,Retail Store
05-02-2024,14:44:00,Butter,Dairy,18,85.74,1543.32,West,Australia,Retailer,17.8,476.46,UPI,Online
05-02-2024,14:36:00,Nuts,Snacks,65,84.55,5495.75,South,Australia,Retailer,10.66,2005.9,PayPal,Retail Store
11-01-2024,09:24:00,Butter,Dairy,23,128.67,2959.41,West,UK,Wholesaler,14.14,1056.85,Credit Card,Online
18-03-2024,09:59:00,Cheese,Dairy,53,52.21,2767.13,North,UK,Retailer,22.14,894.11,Debit Card,Online
06-02-2024,18:12:00,Tea,Beverages,55,119.07,6548.85,South,USA,Retailer,28.95,1010.35,PayPal,Wholesale
30-01-2024,06:51:00,Butter,Dairy,55,48.12,2646.6,South,UK,Online,27.08,445.5,UPI,Online
06-02-2024,07:05:00,Protein Bars,Snacks,43,114.11,4906.73,West,USA,Online,11.31,1375.57,Debit Card,Wholesale
06-02-2024,07:52:00,Muffins,Bakery,14,24.69,345.66,South,Germany,Online,19.01,77.14,Cash,Retail Store
06-02-2024,03:11:00,Muffins,Bakery,47,85.3,4009.1,South,Australia,Wholesaler,25.93,884.07,Cash,Retail Store
06-02-2024,18:39:00,Milk,Dairy,56,57.64,3227.84,South,India,Online,12.49,1156.4,Cash,Online
06-02-2024,16:44:00,Bread,Bakery,82,43.22,3544.04,East,Australia,Online,9.67,386.22,UPI,Wholesale
17-01-2024,09:38:00,Cheese,Dairy,64,37.75,2416,West,UK,Retailer,18.17,659.84,UPI,Retail Store
06-02-2024,04:15:00,Muffins,Bakery,63,38.36,2416.68,South,India,Wholesaler,1.58,927.99,Debit Card,Offline
06-02-2024,10:15:00,Coffee,Beverages,45,81.64,3673.8,West,USA,Online,18.15,1216.35,Credit Card,Retail Store
06-02-2024,08:47:00,Bread,Bakery,40,23.76,950.4,East,Australia,Online,3.78,143.6,Cash,Online
10-03-2024,09:15:00,Butter,Dairy,19,116.2,2207.8,West,UK,Wholesaler,10.66,794.2,UPI,Online
06-02-2024,18:29:00,Chips,Snacks,19,128.25,2436.75,South,Canada,Wholesaler,4.16,847.02,Debit Card,Offline
06-02-2024,09:41:00,Yogurt,Dairy,36,56.76,2043.36,West,UK,Wholesaler,11.04,233.28,Cash,Wholesale
03-03-2024,09:17:00,Butter,Dairy,28,70.94,1986.32,South,UK,Wholesaler,12.98,505.68,Cash,Retail Store
07-02-2024,01:21:00,Yogurt,Dairy,53,6.83,361.99,South,Germany,Online,8.11,86.92,PayPal,Retail Store
07-02-2024,03:34:00,Yogurt,Dairy,80,146.94,11755.2,West,India,Retailer,5.3,3887.2,Credit Card,Wholesale
07-02-2024,05:58:00,Milk,Dairy,46,128.58,5914.68,North,Australia,Retailer,27.83,1110.9,UPI,Retail Store
02-01-2024,03:21:00,Butter,Dairy,14,111.62,1562.68,West,UK,Wholesaler,2.29,376.32,UPI,Online
07-02-2024,01:10:00,Butter,Dairy,92,133.29,12262.68,North,Germany,Retailer,12.71,4654.28,PayPal,Online
07-02-2024,14:13:00,Popcorn,Snacks,99,86.34,8547.66,West,USA,Online,4.58,1890.9,Credit Card,Offline
30-01-2024,04:33:00,Cheese,Dairy,10,146.28,1462.8,North,UK,Wholesaler,17.94,514.7,PayPal,Retail Store
